Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Location 1
2014,MA,Hampden County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T2,25013,"(42.132769, -72.629706)"
2014,MA,Hampshire County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T2,25015,"(42.339412, -72.663762)"
2014,MA,Middlesex County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T2,25017,"(42.479929, -71.393454)"
2014,MA,Nantucket County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T2,25019,"(41.28245, -70.062242)"
2014,MA,Norfolk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,199.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T2,25021,"(42.155308, -71.217711)"
2014,MA,Plymouth County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T2,25023,"(41.947911, -70.806362)"
2014,MA,Suffolk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T2,25025,"(42.333204, -71.072183)"
2014,MA,Worcester County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T2,25027,"(42.347911, -71.907684)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,270.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,Overall,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,350.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Overall,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,210.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Overall,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,281.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,366.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,218.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,241.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,Black,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,319.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Black,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,184.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Black,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,143.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,Hispanic,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Hispanic,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,126.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,117.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,Asian and Pacific Islander,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,206.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,American Indian and Alaskan Native,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,American Indian and Alaskan Native,T2,25,"(42.2573, -71.8024)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,217.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T2,25,"(42.2573, -71.8024)"
2014,MA,Berkshire County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25003,"(42.370735, -73.20077)"
2014,MA,Plymouth County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,118.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25023,"(41.947911, -70.806362)"
2014,MA,Barnstable County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25001,"(41.728449, -70.299466)"
2014,MA,Suffolk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,152.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25025,"(42.333204, -71.072183)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,149.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25,"(42.2573, -71.8024)"
2014,MA,Hampden County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,102.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25013,"(42.132769, -72.629706)"
2014,MA,Nantucket County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,Black,T2,25019,"(41.28245, -70.062242)"
2014,MA,Worcester County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,89.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25027,"(42.347911, -71.907684)"
2014,MA,Berkshire County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,179.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25003,"(42.370735, -73.20077)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,91.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25,"(42.2573, -71.8024)"
2014,MA,Dukes County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25007,"(41.382239, -70.645265)"
2014,MA,Plymouth County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,129.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25023,"(41.947911, -70.806362)"
2014,MA,Dukes County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25007,"(41.382239, -70.645265)"
2014,MA,Franklin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25011,"(42.581073, -72.585851)"
2014,MA,Hampshire County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25015,"(42.339412, -72.663762)"
2014,MA,Franklin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25011,"(42.581073, -72.585851)"
2014,MA,Dukes County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,Black,T2,25007,"(41.382239, -70.645265)"
2014,MA,Nantucket County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25019,"(41.28245, -70.062242)"
2014,MA,Barnstable County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Overall,Race/Ethnicity,Asian and Pacific Islander,T2,25001,"(41.728449, -70.299466)"
2014,MA,Essex County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,155.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25009,"(42.66825, -70.947877)"
2014,MA,Middlesex County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,154.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25017,"(42.479929, -71.393454)"
2014,MA,Norfolk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,97.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25021,"(42.155308, -71.217711)"
2014,MA,Suffolk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,84.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25025,"(42.333204, -71.072183)"
2014,MA,Essex County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,79,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25009,"(42.66825, -70.947877)"
2014,MA,Hampshire County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,79,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25015,"(42.339412, -72.663762)"
2014,MA,Middlesex County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Overall,Race/Ethnicity,American Indian and Alaskan Native,T2,25017,"(42.479929, -71.393454)"
2014,MA,Bristol County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,153.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25005,"(41.801087, -71.120082)"
2014,MA,Worcester County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,104,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25027,"(42.347911, -71.907684)"
2014,MA,Norfolk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,138.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25021,"(42.155308, -71.217711)"
2014,MA,Hampden County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,233.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25013,"(42.132769, -72.629706)"
2014,MA,Barnstable County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25001,"(41.728449, -70.299466)"
2014,MA,Nantucket County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,Asian and Pacific Islander,T2,25019,"(41.28245, -70.062242)"
2014,MA,Plymouth County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,207.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,American Indian and Alaskan Native,T2,25023,"(41.947911, -70.806362)"
2014,MA,Bristol County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,194.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25005,"(41.801087, -71.120082)"
2014,MA,Middlesex County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,84.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Asian and Pacific Islander,T2,25017,"(42.479929, -71.393454)"
